"Test Number","Brand","Textile Mill","Fabric Database","Labratory","Fuze Fabric Number","Wash","Number of Washes","Test Method","Test Method (dropdown)","Test Report #","Tested Bacteria #1","Antimicrobial Result #1","Tested Bacteria","Tested Bacteria #2","Antibacterial Result #2","Written Result (Fungal Testing)","Tested Odor","Tested Metal","ICP (Ag) Result","ICP (Au) Result","Fuze Internal Report #","Date","Date (post wash)","Testing Labratory","Fuze Application Date","Report 1","Report 1 : URL","Report 2","Report 2 : URL","Report 3","Report 3 : URL","Report 4","Report 4 : URL","Image","Image : URL","Ag Serial #","Au Serial #","Fungal Serial #","Machine Type","Post Wash Report #","Ag","Record ID"
"695","","","","","","0","","ASTM E2149","","TWNC01032139","","33%","E-coli","","","","","","","","","11/10/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bce5"
"696","","","","","","0","","ASTM E2149","","TWNC01032140","","0%","MRSA","","","","","","","","","11/10/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bce9"
"697","","","","","","0","","ASTM E2149","","TWNC01032654","","100%","E-coli","","","","","","","","","11/11/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bced"
"698","","","","","","0","","ASTM E2149","","TWNC01036684","","99%","Staph","","","","","","","","","11/25/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bcf1"
"699","","","","","","0","","ASTM E2149","","TWNC01036685","","100%","Kleb","","","","","","","","WT22001","","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bcf5"
"700","","","","","","0","","ASTM E2149","","TWNC01032655","","94%","E-coli","","","","","","","","","11/11/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d36126ae702d825bcfb"
"701","","","","","","0","","JIS L1902 定量-吸收法","","TWNC01033568","","","E-coli","","","-0.4","","","","","","11/16/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d36126ae702d825bcff"
"702","","","","","","30","","JIS L1902 定量-吸收法","","TWNC01033569","","","E-coli","","","-0.3","","","","","","11/24/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d36126ae702d825bd03"
"703","","","","","","0","","JIS L1902 定量-吸收法","","TWNC01033570","","","E-coli","","","-0.4","","","","","","11/16/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd07"
"704","","","","","","30","","JIS L1902 定量-吸收法","","TWNC01033571","","","E-coli","","","-0.3","","","","","","11/24/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd0b"
"705","","","","","","0","","JIS L1902 定量-吸收法","","TWNC01033572","","","E-coli","","","-0.5","","","","","","11/16/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd11"
"706","","","","","","0","","ASTM E2149","","TWNC01037322","","7%","E-coli","","","","","","","","","11/29/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd15"
"707","","","","","","0","","JIS L1902 定量-吸收法","","TWNC01033573","","","E-coli","","","-0.4","","","","","","11/16/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd19"
"708","","","","","","0","","ASTM E2149","","TWNC01037323","","59%","E-coli","","","","","","","","","11/29/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd1d"
"709","","","","","","0","","AATCC 30","","TWNC01039979","","","Aspergilllus niger","","","80% growth/ 90% growth","","","","","","12/20/2021","","ITS TW","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd21"
"710","","","","","","0","","AATCC 30","","TWNC01039991","","","Aspergilllus niger","","","75% growth/ 95% growth","","","","","","12/20/2021","","ITS TW","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd27"
"711","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd2b"
"712","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd2f"
"713","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd35"
"714","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd39"
"715","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d37126ae702d825bd3d"
"716","","","","","","0","","ASTM E2149","","TWNC01039782","","36%","Staph","","","","","","","","","12/13/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd41"
"717","","","","","","0","","ASTM E2149","","TWNC01039783","","74%","Staph","","","","","","","","","12/13/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d37126ae702d825bd45"
"718","","","","","","3","","ASTM E2149","","TWNC01039784","","74%","E-coli","","","","","","","","","12/13/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d38126ae702d825bd49"
"719","","","","","","0","","AATCC 100","","TWNC01042610","","0%","Staph","","","","","","","","","12/20/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d38126ae702d825bd4f"
"720","","","","","","0","","ASTM E2149","","TWNC01041290","","100%","E-coli","","","","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd53"
"721","","","","","","0","","ASTM E2149","","TWNC01041292","","0%","Staph","","","","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd57"
"722","","","","","","0","","AATCC 147","","TWNC01041295","","","E-coli","","","Inhibition of growth.","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd5b"
"723","","","","","","0","","AATCC 147","","TWNC01041298","","","Staph","","","Inhibition of growth.","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd5f"
"724","","","","","","0","","ASTM E2149","","TWNC01041300","","100%","E-coli","","","","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd65"
"725","","","","","","0","","ASTM E2149","","TWNC01041301","","0%","Staph","","","","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd69"
"726","","","","","","0","","AATCC 147","","TWNC01041302","","","E-coli","","","Inhibition of growth.","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd6d"
"727","","","","","","0","","AATCC 147","","TWNC01041303","","","Staph","","","Inhibition of growth.","","","","","","12/21/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile ","","","67777d38126ae702d825bd71"
"728","","","","","","0","","ASTM E2149","","TWNC01045211","","0%","E-coli","","","","","","","","","12/28/2021","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d38126ae702d825bd75"
"729","","","","","","30","","ASTM E2149","","TWNC01045212","","46%","E-coli","","","","","","","","","12/28/2021","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d38126ae702d825bd79"
"730","","","","","","0","","AATCC 100","","TWNC01045723","","1%","E-coli","","","","","","","","","12/29/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","-","67777d38126ae702d825bd7f"
"731","","","","","","0","","ASTM E2149","","TWNC01045852","","14%","E-coli","","","","","","","","","12/30/2021","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","-","67777d38126ae702d825bd83"
"732","","","","","","0","","ASTM E2149","","TWNC01047491","","100%","E-coli","","","","","","","","DC22002","01/07/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d39126ae702d825bd87"
"733","","","","","","0","","ISO 20743","","TWNC01047492","","","Staph","","","4.9","","","","","DC22001","01/07/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d39126ae702d825bd8b"
"734","","","","","","0","","ASTM E2149","","TWNC01047493","","100%","E-coli","","","","","","","","GT22001","01/07/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bd91"
"735","","","","","","20","","ASTM E2149","","TWNC01058259","","73%","E-coli","","","","","","","","GT22002","02/25/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bd95"
"736","","","","","","100","","ASTM E2149","","TWNC01058260","","89%","E-coli","","","","","","","","GT22003","02/25/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bd99"
"737","","","","","","0","","ASTM E2149","","TWNC01048344","","46%","E-coli","","","","","","","","","01/12/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bd9d"
"738","","","","","","30","","ASTM E2149","","TWNC01048346","","75%","E-coli","","","","","","","","","01/12/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bda1"
"739","","","","","","0","","ASTM E2149","","TWNC01048347","","31%","E-coli","","","","","","","","","01/12/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bda7"
"740","","","","","","0","","AATCC 100","","TWNC01050386","","49%","E-coli","","","","","","","","","01/20/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bdab"
"741","","","","","","0","","ASTM E2149","","TWNC01052103","","0%","Staph","","","","","","","","","01/25/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d39126ae702d825bdaf"
"742","","","","","","0","","ASTM E2149","","TWNC01052108","","99%","Staph","","","","","","","","","01/25/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d39126ae702d825bdb3"
"743","","","","","","0","","ASTM E2149","","TWNC01052109","","0%","E-coli","","","","","","","","","01/25/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bdb7"
"744","","","","","","0","","ASTM E2149","","TWNC01052948","","45%","E-coli","","","","","","","","","","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d39126ae702d825bdbd"
"745","","","","","","0","","ASTM E2149","","TWNC01054397","","43%","E-coli","","","","","","","","PT22001","02/18/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d39126ae702d825bdc1"
"746","","","","","","0","","ASTM E2149","","TWNC01055586","","79%","E-coli","","","","","","","","","02/18/2022","","ITS TW","","","","","","","","","","","","","","","Padding","","","67777d3a126ae702d825bdc5"
"747","","","","","","0","","ASTM E2149","","TWNC01055732","","100%","Staph","","","","","","","","UT22001","02/18/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d3a126ae702d825bdc9"
"748","","","","","","10","","ASTM E2149","","TWNC01060366","","98%","Staph","","","","","","","","","03/02/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d3a126ae702d825bdcf"
"749","","","","","","0","","ASTM E2149","","TWNC01055733","","100%","E-coli","","","","","","","","","02/18/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d3a126ae702d825bdd3"
"750","","","","","","10","","ASTM E2149","","TWNC01060369","","93%","E-coli","","","","","","","","","03/02/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d3a126ae702d825bdd7"
"751","","","","","","0","","ASTM E2149","","TWNC01059643","","0%","E-coli","","","","","","","","","03/04/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d3a126ae702d825bddb"
"752","","","","","","0","","AATCC 100","","TWNC01058262","","23%","E-coli","","","","","","","","","02/25/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","-","67777d3a126ae702d825bddf"
"753","","","","","","0","","ASTM E2149","","TWNC01058261","","90%","E-coli","","","","","","","","","02/25/2022","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","-","67777d3a126ae702d825bde5"
"754","","","","","","0","","ASTM E2149","","TWNC01058829","","97%","Staph","","","","","","","","UT22002","03/01/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d3a126ae702d825bde9"
"755","","","","","","0","","ASTM E2149","","TWNC01058828","","96%","Staph","","","","","","","","UT22003","03/01/2022","","ITS TW","","","","","","","","","","","","","","","MISTIi Mobile","","","67777d3a126ae702d825bded"
"756","","","","","","0","","ASTM E2149","","TWNC01059644","","53%","E-coli","","","","","","","","","03/04/2022","","ITS TW","02/24/2022","","","","","","","","","","","Ag200624-101/AgM200629-102","Au200707-201","","MISTI Batch","","","67777d3a126ae702d825bdf1"
"757","","","","","","0","","ASTM E2149","","TWNC01059645","","93%","E-coli","","","","","","","","","03/04/2022","","ITS TW","02/24/2022","","","","","","","","","","","Ag200624-101/AgM200629-102","Au200707-201","","MISTI Batch","","","67777d3a126ae702d825bdf7"
"758","","","","","","0","","ASTM E2149","","TWNC01065222","","39%","E-coli","","","","","","","","","03/23/2022","","ITS TW","02/24/2022","","","","","","","","","","","Ag200624-101/AgM200629-102","Au200707-201","","MISTI Batch","","","67777d3b126ae702d825bdfb"
"759","","","","","","0","","ASTM E2149","","TWNC01065223","","45%","E-coli","","","","","","","","","03/23/2022","","ITS TW","02/24/2022","","","","","","","","","","","Ag200624-101/AgM200629-102","Au200707-201","","MISTI Batch","","","67777d3b126ae702d825bdff"
"760","","","","","","0","","ASTM E2149","","TWNC01065224","","43%","E-coli","","","","","","","","","03/23/2022","","ITS TW","02/24/2022","","","","","","","","","","","Ag200624-101/AgM200629-102","Au200707-201","","MISTI Batch","","","67777d3b126ae702d825be03"
"761","","","","","","0","","ASTM E2149","","TWNC01068377","","91%","E-coli","","","","","","","","","04/01/2022","","ITS TW","","","","","","","","","","","","-","-","","Padding","","","67777d3b126ae702d825be07"
"762","","","","","","5","","ASTM E2149","","TWNC01072043","","57%","E-coli","","","","","","","","","04/20/2022","","ITS TW","","","","","","","","","","","","-","-","","Padding","","","67777d3b126ae702d825be0b"
"763","","","","","","0","","ASTM E2149","","TWNC01068378","","90%","E-coli","","","","","","","","","04/01/2022","","ITS TW","","","","","","","","","","","","-","-","","Padding","","","67777d3b126ae702d825be11"
"764","","","","","","0","","AATCC 100","","TWNC01068379","","0%","E-coli","","","","","","","","","04/07/2022","","ITS TW","","","","","","","","","","","","-","-","","Padding","","","67777d3b126ae702d825be15"
"765","","","","","","5","","ASTM E2149","","TWNC01071902","","92%","E-coli","","","","","","","","","04/19/2022","","ITS TW","","","","","","","","","","","","-","-","","Padding","","","67777d3b126ae702d825be19"
